/home/home/git/exp1groupBsub9,Task 6,520,150,44,287,65,8
/home/home/git/exp1groupBsub9,Task 7 (com correções),623,176,53,342,76,0
/home/home/git/exp1groupBsub9,Task 8,757,208,66,401,90,0
/home/home/git/exp1groupBsub9,Task 9,856,235,72,435,95,0
/home/home/git/exp1groupBsub9,Task 10,953,262,80,482,105,0
/home/home/git/exp1groupAsub9,Task 1,93,21,4,15,12,2
/home/home/git/exp1groupAsub9,Task 2,198,55,17,24,27,0
/home/home/git/exp1groupAsub9,Task 3,247,70,24,30,30,0
/home/home/git/exp1groupAsub9,Task 4,338,93,31,33,33,0
/home/home/git/exp1groupAsub9,Task 5,412,111,45,34,39,0
/home/home/git/exp1groupAsub9,Task 6,477,135,59,22,36,2
/home/home/git/exp1groupAsub9,Task 7,507,141,67,25,39,0
/home/home/git/exp1groupAsub9,Task 8,580,138,59,19,41,0
/home/home/git/exp1groupAsub9,Task 9,624,150,59,21,45,0
/home/home/git/exp1groupAsub9,Task 10,633,157,46,21,47,0
/home/home/git/exp1groupBsub11,Task 1,129,21,13,24,18,2
/home/home/git/exp1groupBsub11,Task 2,173,43,15,62,25,2
/home/home/git/exp1groupBsub11,Task 3,184,47,16,81,27,0
/home/home/git/exp1groupBsub11,Task 4,226,65,17,137,32,0
/home/home/git/exp1groupBsub11,Task 5,290,91,19,339,43,0
/home/home/git/exp1groupBsub11,Task 6,354,114,21,642,54,0
/home/home/git/exp1groupBsub11,Task 7,379,122,23,788,58,0
/home/home/git/exp1groupBsub11,Fix tests fail from task 8,433,141,28,815,64,0
/home/home/git/exp1groupBsub11,Task 9,495,167,28,944,70,0
/home/home/git/exp1groupBsub11,Update esfinge metadata version to 1.5.7,537,181,29,1220,77,0
/home/home/git/exp1groupAsub10,Task #1,109,27,6,15,13,2
/home/home/git/exp1groupAsub10,Task #2,126,29,5,16,11,2
/home/home/git/exp1groupAsub10,Task #3,135,34,6,16,11,0
/home/home/git/exp1groupAsub10,Task #4,224,78,11,16,12,0
/home/home/git/exp1groupAsub10,Task #5,258,98,15,16,12,0
/home/home/git/exp1groupAsub10,Task #6 - Complemento,321,134,19,16,12,0
/home/home/git/exp1groupAsub10,Task #7,335,139,22,20,13,0
/home/home/git/exp1groupAsub10,Task #8,362,148,24,21,15,0
/home/home/git/exp1groupAsub10,Task #9,422,174,24,26,17,0
/home/home/git/exp1groupAsub10,Task #10,464,192,26,26,17,0
/home/home/git/exp1groupBsub10,Task 1,118,23,13,17,16,0
/home/home/git/exp1groupBsub10,Task 2,182,41,19,26,22,3
/home/home/git/exp1groupBsub10,Task 3,238,59,23,44,26,4
/home/home/git/exp1groupBsub10,Task 4,338,89,31,68,34,5
/home/home/git/exp1groupBsub10,Task 5,402,112,33,163,44,5
/home/home/git/exp1groupBsub10,Task 6,469,135,35,258,54,5
/home/home/git/exp1groupBsub10,Task 7,547,147,49,279,62,6
/home/home/git/exp1groupBsub10,Task 8,668,177,60,312,72,7
/home/home/git/exp1groupBsub10,Task 9,861,216,72,374,80,7
/home/home/git/exp1groupBsub10,Task 10,919,247,80,421,90,4
/home/home/git/exp1groupBsub7,Task #1,116,20,13,15,16,0
/home/home/git/exp1groupBsub7,Task #2,185,36,19,22,23,2
/home/home/git/exp1groupBsub7,Task #3,202,42,21,29,25,3
/home/home/git/exp1groupBsub7,Task #4,306,76,29,45,33,3
/home/home/git/exp1groupBsub7,Task #5,363,96,31,140,43,1
/home/home/git/exp1groupBsub7,Task #6,425,118,33,235,53,1
/home/home/git/exp1groupBsub7,Task #7,460,124,37,250,58,1
/home/home/git/exp1groupBsub7,Task #8,570,153,52,320,74,0
/home/home/git/exp1groupBsub7,Task #9,670,193,56,320,76,0
/home/home/git/exp1groupBsub7,Task 10,748,212,64,359,86,0
